word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
0,0,0.318,0,0.638,0.638,0.318,0.638,0,0,0,0.318,0.318,0,0,0.318,0.318,0,2.268,0,3.238,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0.103,0,0,0.155,0,1.492,9,138,1
0,0,0,0,0.397,0.397,0.397,0.397,0,0,0.397,0,0,0,0,0.397,0,0,3.597,0,1.997,0,0,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,1.937,10,95,1
0,0,0,0,2.943,0,0,0,0,0,0,0,0,0,0,2.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.358,0,0.714,0,0,4.003,14,30,1
0,0,1.324,0,0,0,0,0,0.654,0,0,0,0,0,0,0,0,0,0,0,1.324,0,0,0,1.994,1.324,1.994,0.654,0.654,0.654,0.654,0.654,0,0.654,0.654,0.654,0,0,0.654,0.654,0,0,0.654,0,0.654,0,0,0,0.294,0.194,0.094,0,0,0,1.973,9,94,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.036,0,0,0,0,0,3.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.036,0,0,0,0,0.513,0,0,0,0,1.139,3,20,0
0.175,0.175,0.715,0,0.535,0.175,0.175,0.895,0.175,0.535,0.355,1.615,0,0,0,0,1.795,0,1.975,1.615,4.125,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0.12,0,1.163,0.062,0,5.168,66,602,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,3.675,27,113,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,1,5,0
0,0,0.66,0,0,0.66,0,0,0,0,0,0.66,0,0,0,0,0,0,1.66,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,1.142,4,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0,0,0,0,3.198,7,15,0
0,0,1.264,0,0,0,0,0,0,0,0,0,1.264,0,0,0,2.534,5.064,2.534,0,3.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904,0.479,0,1.767,13,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.094,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,0,0,0,0,0,0,0,0,0,0,1.136,2,8,0
0,0,0,0,0,0,0,0,0,1.408,0,0,0,0,1.408,0,0,0,0,0,0,0,0,0,1.408,1.408,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0,0,0,1.408,0,0,0,0,0,0,0.213,0.213,0,0,0,4.541,25,72,0
0.176,0,0.356,0,0.536,0,0,0.356,0,0,0.176,1.786,0.176,0.176,0,0,0.536,0,0,0,0,0,0,0,3.206,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0.077,0.149,0,0,0,0,2.47,83,247,0
0.088,0,0.268,0,0.358,0.088,0,0.178,0.088,0,0,0.718,0,0.358,0,0,0,0,1.998,0,3.268,0,0.358,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0.013,0.045,0.029,0.25,0.029,0.029,3.814,68,541,1
1.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0,1.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0,0,0,0,0.322,0,0,0,0,1.13,2,9,0
0.303,0,0.613,0,0,0.303,0,0,0,0,0,1.873,0,0,0,0,0,0,0.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0.303,0.303,0,0,0,0.225,0,0,0,0,1.135,3,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.668,0,0,0,0,0,0,8.341,0,0,2.008,3,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.842,0,0,0,0,0.721,0,0,0,0,1.573,3,12,0
0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,1.805,0,1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0,0,1.862,18,42,0
0,0,0,0,0.709,0,0,0,0,0,0,0.709,0,0,0,0,0,0,3.529,0,0,0,0,0,0,0,1.409,0,0,0,0,0.709,0,0.709,0,0,0,0,0,0,0,0,0,0,1.409,0,0,0,0,0.109,0,0.109,0,0,1.691,26,73,0
0,0.167,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0.167,0,0,0,0.487,0,0.167,0,0,0,0.817,0.487,0.167,0.327,0,0,0,0,0,0,3.407,0,0.167,0,0,0,0,0.487,0,0,0,0.327,0.167,0,0,0.13,0,0,0,0.102,4.445,53,935,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,1,5,0
0,0,0,0,0,1.412,0,0,0,0,0,0,0,0,0,0,0,0,7.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412,0,0,0,0,0.259,0,0,0,0,0.992,1,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,1,6,0
0,0,0,0,0,0,0,0,0,1.283,0,0,0,0,0,0,0,0,2.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,1.299,8,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.113,0,0,0,0,0,6.243,3.113,3.113,3.113,3.113,3.113,3.113,3.113,0,3.113,3.113,3.113,0,0,0,3.113,0,0,0,0,0,0,0,0,0,0.906,0,0,0,0,3.447,8,35,0
0,1.428,0,0,0,0,0,0,0,1.428,0,0,0,0,0,0,0,0,4.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1.428,0,0,0,0,0,0,0,0,3.563,25,100,0
0,0,0,0,0,0.369,0,0,0,0,0,0.749,0.369,0,0,0,0.369,0,0,0,0,0,0,0,2.259,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0.33,0,2.286,14,167,0
0,0,0.59,0,0.59,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0.59,0,0.59,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0.105,0,0,0,0,1.826,8,42,0
0,0,0,0,0,0,0,0,0,0.675,0,0.675,0.675,0,0,0,0,0,2.685,0,0,0,0,0,2.685,1.345,2.015,0.675,0.675,0.675,0.675,0.675,0,0.675,0.675,0.675,0.675,0,0.675,0.675,0,0,0.675,0,1.345,0,0,0,0.112,0.542,0,0,0,0,2.609,20,115,0
0.071,0.031,0.181,0,0.101,0.031,0,0,0.401,0,0,0.101,0,0,0,0,0,0.031,0.141,0,0.101,0,0,0,0.471,0.501,0.031,0,0,0,0,0,0.761,0,0,0,0.321,0,0,0,0.071,0,0,0,0,0,0,0,0.189,0.149,0.036,0,0.011,0,3.234,66,1387,0
0.307,0,0.617,0,0,0,0,0,0,0.927,0.307,0.927,0.307,0.307,0,2.157,0.617,0,5.537,0,1.237,0,0,0.307,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0.107,0,1.06,0.358,0.257,3.891,69,306,1
0,0,0,0,0,0,0,0,0,2.553,0,0,0,0,1.273,0,0,0,0,0,0,0,0,0,3.833,3.833,0,0,0,0,0,0,2.553,0,0,0,1.273,0,0,0,0,0,1.273,0,0,0,0,0,0,0.187,0.187,0,0,0,3.624,14,66,0
0.108,0.228,0.108,0,0.458,0.458,0,0.108,0.928,1.738,0.108,0.338,0.228,0.108,2.088,0,0.458,0,3.488,0,1.278,0,0.458,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0.338,0,0,0,0.017,0.17,0,0.228,0.132,0,4.279,143,654,1
0,0,0,0,3.065,0,0,0,0,0,0,4.605,0,0,0,0,0,0,0,0,1.525,0,0,0,0,0,0,0,6.145,0,0,0,0,0,0,0,0,0,0,0,0,6.145,0,0,0,0,0,0,0,0,0,0,0,0,1.524,4,24,0
0.086,0.036,0.036,0,0.036,0,0,0,0.656,0,0,0.326,0.036,0,0,0,0,0.036,0.186,0,0.136,0,0,0,0.616,0.656,0.036,0,0,0,0,0,0.136,0,0,0.036,0,0,0,0,0,0,0,0.086,0,0,0,0.036,0.141,0.148,0.049,0,0.009,0,3.681,83,1461,0
0,0,0,0,0,0,0,0,0,1.856,0,0,0,0,0,0,0,0,3.706,0,0,0,0,0,0,0,1.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,1.476,4,28,0
0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0.9,0,1.82,4.57,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.445,0,0,2.832,5,49,1
0.668,0,0.668,0,2.698,0,0,0,0,0,0,0,0,0,0,0,0.668,0.668,4.048,0,1.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,1.062,3,32,1
0,0,0.236,0,0.716,0,0,0,1.686,0,0.476,1.206,0,0,0,0.236,0,0,2.906,0,1.206,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0,0,0.236,0,0,0,0,0.032,0,1.017,0.287,0.105,7.088,65,459,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,4,14,0
0.096,0.196,1.006,0,0.796,0.796,0.496,0,0.796,0.096,0.296,0.696,0.296,0,1.606,0.096,0,1.106,1.306,0.196,0.696,0,0.596,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0.096,0.096,0,0,0,0.107,0,0.487,0.154,0.011,8.546,667,1349,1
0.097,0,0.677,0,0.297,0,0,0,0.197,0.387,0.097,1.357,1.067,0,0,0.297,0.197,0,2.517,0,1.357,0,0,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,0,0,0,0.297,0,0,0.197,0,0.156,0,0.381,0.066,0,9.046,152,1152,1
0,0,0.207,0,0,0.107,0,0.517,0,0.107,0,1.337,0.107,0.207,0,0,0.827,0,0,0,0,0,0,0,2.977,0,0,0,0,0,0,0,0.107,0,0,0.207,0.107,0,0,0,0,0,0,0,0,0,0,0,0.087,0.167,0,0,0.06,0,2.231,22,577,0
0,0,0,0,0,0,0,0,0,0,0,3.579,0,0,0,0,0,1.789,1.789,0,0,0,0,0,1.789,0,0,1.789,0,0,0,0,1.789,0,1.789,0,1.789,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,2.4,14,59,0
1.63,0,1.63,0,0,0,0,0,1.63,0,0,0,0,0,0,1.63,0,0,3.27,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0.267,0,2,16,36,1
0.36,0,0.36,0,0.36,0,0,0,0,0,0,0.72,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0.36,0,1.08,0.72,0,0,0.124,0,0.062,0.062,0,0,1.414,13,116,0
0,1.154,0,0,0,0,0,1.154,0,1.154,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,1.244,3,17,0
0.079,0.379,0.819,0,0.519,0.299,0.079,0,0.079,0.379,0.079,1.489,0.149,0,0.079,0,0.149,0.449,3.559,0,1.859,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0.061,0.082,0,0.176,0.176,0.019,3.421,49,800,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.552,4,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.327,0,0,0,0,0,0,1.497,3,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,3,38,1
0,0,1.316,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,1.316,0,5.266,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,4.506,28,57,1
0,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.437,0,0.874,0,0,4.143,12,29,1
0,0.183,0.723,0,0.183,0,0,0,0,0,0,0.543,0,0,0,0,0,0.183,0.903,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0.183,0.543,0,0,0,0.18,0.062,0.151,0.032,0,1.603,19,257,0
0,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,0,0,0,0,0,0,0,0,0,1.727,8,29,0
0,0,0.274,0,0.154,0.174,0,0,0,0,0.014,0.084,0.104,0,0,0,0,0,0.134,0,0.014,0,0,0.034,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0.11,0.015,0.028,0,0,16.581,151,9087,1
0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0.973,0.183,0.973,0,0,0,0.183,0,0,0,0,0.183,0,0,0,0,0,0,0.383,0,0,0,0,0,0,0,0.183,15.343,0,0,0.079,0,0,0.021,0,0,3.37,12,534,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.682,0,1.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0.473,0,0,1.035,2,32,0
0.43,0.26,0.43,0,0.78,0.26,0,0.17,0.34,4.09,0.08,1.22,0.43,0,0.78,1.13,0.26,1.91,2.35,0,2.35,0,0.08,0.43,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0.056,0.241,0.042,0.709,0.056,0,4.319,126,1123,1
1.053,0.153,0.393,0,0.153,0.233,0,0.153,0,0.483,0.073,0.563,0.893,0,0.153,0,0,0.313,2.363,0,1.213,0,0.483,1.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0.838,0.248,0.088,4.187,80,709,1
0,0,1.059,0,0,0,0,0,0,0,0,1.059,0,0,0,0,0,1.059,0,0,0,0,0,0,2.119,1.059,0,1.059,0,1.059,1.059,0,1.059,0,1.059,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,2.15,10,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.504,0,0,0,0,7.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,2.146,5,17,0
0,0.185,0,0,0.675,0.085,0.085,0,0.285,0.085,0.475,0.765,0.085,1.645,0,0.575,0.865,0.185,3.205,0,2.425,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.055,0.04,0,1.592,18,327,1
0,0,0,0,0,0,0,0,0,4.548,0,4.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0,0,0,0,0,0,1.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,2.285,16,45,0
0,0,0.499,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0.999,0,1.249,0,0,0,0.499,0.249,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0.04,1.731,11,227,0
0,0,0.152,0,0.632,0,0,0.152,0,0,0,1.902,0,0,0,0.152,0,0,3.032,0,1.752,0,0,0,0,0.312,0.312,0,0,0,0.152,0,0,0,0,0.152,0,0,0,0.152,0,0,0,0,0.312,0,0,0,0,0.047,0,0,0.047,0,1.79,7,192,0
0.543,0,1.083,0,0.543,0,1.083,0,0,0,0,0.543,0,0,0,0.543,0.543,0,4.323,0,1.083,0,1.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,0,0,0,0,0,1.221,0.264,0,5.326,69,182,1
0.421,0.421,0.421,0,0.421,0,0,0,0,1.301,0,0.861,0.421,0,0,2.621,0,0,1.741,0,2.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0.932,0.058,0,2.32,24,222,1
0,0,0,0,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.15,0,0,0,4.385,29,141,0
0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,1.323,4,11,1
0,0.406,0.196,0,1.666,0.196,0.196,0,0,1.036,0.196,0,0.196,0,0,0.826,0.196,0,2.086,0,0.616,0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406,0.616,0,0.196,0,0,0,0.128,0,0,1.646,13,173,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852,0,0,0,0,0,3.702,1.852,1.852,1.852,1.852,1.852,1.852,1.852,0,1.852,1.852,1.852,0,0,0,1.852,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,2.528,12,49,0
